115914,0.01,0.010030711069703102,26
115915,0.01,0.008690117858350277,26
115916,0.01,0.008778663352131844,26
115917,0.01,0.010931131429970264,26
115918,0.01,0.0034735293593257666,26
115919,0.01,0.003822280326858163,26
115920,0.01,0.007106763310730457,26
115921,0.01,0.007291082292795181,26
115922,0.01,0.010694657452404499,26
115923,0.01,0.010416165925562382,26
115924,0.01,0.013145127333700657,26
115925,0.01,0.012325138784945011,26
115926,0.01,0.011415969580411911,26
115927,0.01,0.010853969492018223,26
115928,0.01,0.009609850123524666,26
115929,0.01,0.006815955974161625,26
115930,0.01,0.0062828147783875465,26
115931,0.01,0.005340435542166233,26
115932,0.01,0.005852182395756245,26
115933,0.01,0.007018446456640959,26
115934,0.01,0.007351770531386137,26
115935,0.01,0.006258182693272829,26
115936,0.01,0.00500319991260767,26
115937,0.01,0.0052583348006010056,26
115938,0.01,0.004731814377009869,26
115939,0.01,0.004231372382491827,26
115940,0.01,0.004280203487724066,26
115941,0.01,0.0038589760661125183,26
115942,0.01,0.003965130541473627,26
115943,0.01,0.004249610938131809,26
115944,0.01,0.004138777032494545,26
115945,0.01,0.00423663342371583,26
115946,0.01,0.003838780801743269,26
115947,0.01,0.0035674641840159893,26
115948,0.01,0.0034752024803310633,26
115949,0.01,0.003201669780537486,26
115950,0.01,0.0032173627987504005,26
115951,0.01,0.003705811221152544,26
115952,0.01,0.0038772968109697104,26
115953,0.01,0.0038853322621434927,26
115954,0.01,0.003989033401012421,26
115955,0.01,0.004158437252044678,26
115956,0.01,0.004241178743541241,26
115957,0.01,0.004504189360886812,26
115958,0.01,0.004952956922352314,26
115959,0.01,0.006463041994720697,26
115960,0.01,0.010928597301244736,26
115961,0.01,0.015781674534082413,26
115962,0.01,0.008363643661141396,26
115963,0.01,0.006849606987088919,26
115964,0.01,0.0038449594285339117,26
115965,0.01,0.010942315682768822,26
115966,0.01,0.010221416130661964,26
115967,0.01,0.0041128406301140785,26
115968,0.01,0.012427966110408306,26
